year,Base case cost,Modeled non-residential energy efficiency
2017,3866480.8193,3250968.27187
2018,4052018.68227,3399390.2927
2019,4306890.57475,3604996.93832
2020,4425590.43328,3698591.56172
2021,4508236.59645,3762599.81521
2022,4569250.54242,3808892.71112
2023,4611682.96848,3839979.68885
2024,4646349.98324,3864763.54539
2025,4688227.73706,3895572.11369
2026,4738425.57443,3933316.65895
2027,4781412.67272,3965208.55406
2028,4816079.68748,3990332.50118
2029,4863504.16367,4026039.83601
2030,4892624.45606,4046755.4587
2031,4943931.6379,4085814.05815
