year,Base case diesel consumed,Modeled residential ashp
2017,6142.09818411,-32287.2265007
2018,6288.14293945,-32141.1817454
2019,6288.14293945,-32141.1817454
2020,6434.18769478,-31995.13699
2021,6580.23245012,-31849.0922347
2022,6580.23245012,-31849.0922347
2023,6726.27720545,-31703.0474794
2024,6726.27720545,-31703.0474794
2025,6872.32196079,-31557.002724
2026,7018.36671612,-31410.9579687
2027,7018.36671612,-31410.9579687
2028,7164.41147146,-31264.9132134
2029,7310.45622679,-31118.868458
2030,7456.50098213,-30972.8237027
2031,7602.54573746,-30826.7789474
