year,Base case cost,Modeled water and wastewater efficiency
2017,23992.7070488,30318.3770344
2018,25615.5654545,31100.9662106
2019,27809.8064921,32279.3387757
2020,28830.0156496,32666.1981753
2021,29384.6042167,32743.2753888
2022,29771.7143669,32713.0250256
2023,29862.9098307,32487.809547
2024,29957.0816549,32271.390298
2025,29988.7573368,32018.3603182
2026,30172.8379947,31875.8277693
2027,30249.2809697,31665.8535384
2028,30305.0151163,31448.3241077
2029,30410.5189448,31270.5713682
2030,30256.4142457,30920.5723644
2031,30287.6204009,30702.5733542
