year,Base case cost,Modeled non-residential energy efficiency
2017,1402716.14595,1311271.79684
2018,1481230.20312,1379845.47287
2019,1588823.54073,1475008.70723
2020,1644074.17356,1522507.69477
2021,1678969.31008,1551511.29645
2022,1708048.59051,1575277.238
2023,1725496.15878,1588500.24667
2024,1742943.72704,1601786.25905
2025,1760391.2953,1615133.79867
2026,1783654.71965,1633845.14803
2027,1804010.21595,1649963.31204
2028,1821457.78421,1663486.91536
2029,1841813.28051,1679718.33976
2030,1856352.92073,1690700.6867
2031,1879616.34508,1709691.98681
