year,Base case cost,Modeled residential energy efficiency
2017,885105.522147,884546.327966
2018,931845.37408,919612.578608
2019,997458.101436,970397.925098
2020,1026653.18177,990635.730018
2021,1041650.35685,998998.402948
2022,1052413.04579,1003836.10756
2023,1055217.77475,1002068.53023
2024,1048986.10749,991326.390917
2025,1051311.76245,989201.958978
2026,1057137.32338,989991.723234
2027,1051697.4611,979895.991874
2028,1053304.50504,977225.744533
2029,1047114.09348,966490.621947
2030,1046476.14129,962006.271137
2031,1041285.13344,952054.22091
