year,Base case diesel consumed,Modeled residential ashp
2017,24310.9450159,-102402.273118
2018,24106.4737128,-102606.744421
2019,23902.0024098,-102811.215724
2020,23697.5311067,-103015.687027
2021,23493.0598037,-103220.158331
2022,23288.5885006,-103424.629634
2023,23084.1171976,-103629.100937
2024,22675.1745915,-104038.043543
2025,22470.7032884,-104242.514846
2026,22266.2319853,-104446.986149
2027,21857.2893792,-104855.928755
2028,21652.8180762,-105060.400058
2029,21243.8754701,-105469.342664
2030,21039.404167,-105673.813967
2031,20630.4615609,-106082.756573
