year,Base case cost,Modeled solar power (pv)
2016,174282.400624,187284.198873
2017,206623.352451,219064.52897
2018,231050.853365,243082.700262
2019,264284.299655,275755.081566
2020,280571.235211,291787.342737
2021,291146.931805,302216.802669
2022,298767.9638,309745.889202
2023,304419.703132,315341.641253
2024,308106.503433,319007.570032
2025,313742.27945,324589.604939
2026,320346.012877,331124.178301
2027,326206.000917,336933.013744
2028,330843.344103,341536.795936
2029,336448.644698,347093.201365
2030,340096.262316,350725.351709
2031,346917.677319,357483.94185
2032,353739.092323,364243.930542
2033,360560.507326,371005.299429
2034,368356.410187,378726.89999
2035,373228.849476,383573.110806
