year,Base case cost,Modeled water and wastewater efficiency
2017,103853.804489,94072.4849943
2018,108894.779512,96208.5385262
2019,115741.663039,99107.9600034
2020,119192.018458,100574.004436
2021,121440.54563,101532.282501
2022,123088.148904,102236.669993
2023,124333.327245,102770.699956
2024,125178.185675,103135.667699
2025,126421.571511,103668.561977
2026,127863.342154,104284.869309
2027,129099.656053,104813.422661
2028,130130.939584,105254.490056
2029,131376.85669,105788.835729
2030,132213.393745,106148.647373
2031,133641.725862,106756.705201
