year,Base case cost,Modeled water and wastewater efficiency
2017,61767.3554949,49307.0454725
2018,65807.6973554,52001.6506785
2019,71309.72234,55670.7760016
2020,73881.1125308,57386.8632569
2021,75664.1879868,58577.5187442
2022,76996.7856171,59467.9207638
2023,77879.636449,60058.4713615
2024,78649.8838764,60573.9674043
2025,79533.2640419,61164.8090011
2026,80642.0906817,61905.8913555
2027,81639.9875922,62572.8395491
2028,82414.5097118,63090.6861744
2029,83409.3780659,63755.9688216
2030,83957.2398138,64122.9070475
2031,85182.7456822,64941.2850896
