year,Base case diesel consumed,Modeled diesel efficiency
2019,31642.0761195,28765.523745
2020,31577.7629566,28707.0572333
2021,31577.7629566,28707.0572333
2022,31577.7629566,28707.0572333
2023,31577.7629566,28707.0572333
2024,31513.4497938,28648.5907216
2025,31513.4497938,28648.5907216
2026,31513.4497938,28648.5907216
2027,31513.4497938,28648.5907216
2028,31449.1366309,28590.1242099
2029,31449.1366309,28590.1242099
2030,31449.1366309,28590.1242099
2031,31449.1366309,28590.1242099
2032,31449.1366309,28590.1242099
2033,31449.1366309,28590.1242099
2034,31449.1366309,28590.1242099
2035,31449.1366309,28590.1242099
2036,31449.1366309,28590.1242099
2037,31449.1366309,28590.1242099
2038,31449.1366309,28590.1242099
