year,Base case cost,Modeled diesel efficiency
2019,122454.834582,289338.226493
2020,129468.828122,295714.584256
2021,134521.270195,300307.713414
2022,138310.60175,303752.560282
2023,140836.822787,306049.12486
2024,142755.927566,307793.765569
2025,145277.003549,310085.652827
2026,148428.348529,312950.511899
2027,151264.55901,315528.885064
2028,153157.295393,317249.554502
2029,155987.717689,319822.665681
2030,157560.174521,321252.171892
2031,161019.57955,324397.085555
2032,164164.493214,327256.097976
2033,167309.406877,330115.110397
2034,170768.811906,333260.02406
2035,172970.25147,335261.332755
2036,176429.6565,338406.246418
2037,178316.604697,340121.65387
2038,181776.009727,343266.567533
