year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,41425.5,6638.54,38908.07,15858.82
2018,41425.5,6638.18,38908.07,15858.82
2019,41425.5,6638.07,38908.07,15858.82
2020,41425.5,6637.88,38908.07,15858.82
2021,41425.5,6637.47,38908.07,15858.82
2022,41425.5,6636.67,38908.07,14757.72
2023,41425.5,6635.44,38908.07,14757.72
2024,41425.5,6634.51,38908.07,14757.72
2025,41425.5,6633.85,38908.07,14757.72
2026,41425.5,6633.61,38908.07,14757.72
2027,41337.92,6633.17,38908.07,14757.72
2028,41337.92,6632.56,38908.07,14757.72
2029,41425.5,6633.85,38908.07,14757.72
2030,41425.5,6634.64,38908.07,14757.72
2031,41425.5,6634.9,38908.07,14757.72
2032,41425.5,,,14757.72
2033,41337.92,,,14757.72
2034,41337.92,,,14757.72
2035,41337.92,,,13656.63
2036,41337.92,,,13656.63
