year,Base case diesel consumed,Modeled non-residential ashp
2017,11134.5279963,-13070.9676478
2018,11134.5279963,-13070.9676478
2019,11134.5279963,-13070.9676478
2020,11134.5279963,-13070.9676478
2021,11134.5279963,-13070.9676478
2022,11134.5279963,-13070.9676478
2023,11134.5279963,-13070.9676478
2024,11134.5279963,-13070.9676478
2025,11134.5279963,-13070.9676478
2026,11134.5279963,-13070.9676478
2027,11134.5279963,-13070.9676478
2028,11134.5279963,-13070.9676478
2029,11134.5279963,-13070.9676478
2030,11134.5279963,-13070.9676478
2031,11134.5279963,-13070.9676478
