year,Base case cost,Modeled diesel efficiency
2019,162851.276817,326554.396047
2020,174319.676593,332796.437929
2021,182347.556436,336008.791599
2022,188081.756324,337231.740714
2023,192433.579418,337291.498525
2024,195869.893336,336610.297985
2025,199634.276392,336316.524692
2026,204782.438247,337367.824606
2027,208530.698247,337231.537532
2028,211958.600136,336887.073346
2029,217100.45297,338181.857689
2030,219687.151941,337232.984715
2031,224822.695753,338678.597105
2032,229675.735585,339942.928232
2033,234516.157373,341269.558382
2034,239912.474089,343173.588771
2035,243591.334848,343586.648059
2036,248961.714474,345606.155586
2037,252052.434194,345620.338425
2038,257397.577732,347749.518541
