year,Base case cost,Modeled non-residential energy efficiency
2017,533061.156392,571134.84711
2018,568392.199025,601054.445638
2019,617855.658711,644008.438646
2020,641409.687133,663231.922177
2021,657897.507028,676024.025196
2022,669674.521239,684545.988252
2023,679096.132608,690959.082882
2024,686162.341134,695262.05046
2025,694406.251082,700697.502263
2026,705005.563872,708345.518278
2027,713249.473819,713879.806367
2028,720315.682346,718380.501959
2029,730914.995136,726171.607683
2030,736803.502241,729683.071707
2031,747402.815031,737564.068439
