year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,19273.39,266156.57,252213.98,31436.29,266904.59,248222.16
2018,21022.85,290362.06,273662.66,32741.24,278030.14,258568.96
2019,23477.4,324249.76,303690.82,34577.0,293605.9,273054.47
2020,24639.27,340386.75,313448.73,35440.71,301022.93,276538.28
2021,25454.48,351682.65,323315.18,36048.37,306214.86,281307.9
2022,26034.73,359751.15,330362.63,36479.5,309923.37,284714.78
2023,26488.21,366205.95,336000.6,36809.0,312890.19,287440.27
2024,26831.04,371047.05,340229.07,37060.24,315115.29,289484.4
2025,27230.18,376695.0,340161.63,37352.34,317711.26,288265.88
2026,27742.53,383956.64,346412.45,37726.97,321048.92,291294.21
2027,28138.67,389604.59,351274.2,38015.26,323644.88,293649.58
2028,28467.91,394445.69,350216.12,38248.13,325869.99,291972.61
2029,28989.92,401707.34,356375.04,38637.01,329207.65,294963.09
2030,29275.5,405741.59,359796.67,38846.97,331061.91,296624.46
2031,29786.32,413003.24,360495.47,39220.65,334399.58,295822.35
