year,Base case diesel consumed,Modeled residential ashp
2017,11606.5609791,-59889.0463595
2018,11606.5609791,-59889.0463595
2019,11606.5609791,-59889.0463595
2020,11440.8080242,-60054.7993144
2021,11440.8080242,-60054.7993144
2022,11440.8080242,-60054.7993144
2023,11440.8080242,-60054.7993144
2024,11440.8080242,-60054.7993144
2025,11275.0550692,-60220.5522693
2026,11275.0550692,-60220.5522693
2027,11275.0550692,-60220.5522693
2028,11109.3021143,-60386.3052242
2029,11109.3021143,-60386.3052242
2030,11109.3021143,-60386.3052242
2031,10943.5491594,-60552.0581792
