year,Base case cost,Modeled water and wastewater efficiency
2017,50709.6801196,45532.3110767
2018,53764.0977963,47427.223841
2019,58054.3946658,50183.7163604
2020,60079.9772058,51375.9977829
2021,61502.848077,52155.8497664
2022,62514.2349261,52655.4077139
2023,63297.209073,53001.0439024
2024,63891.2785917,53220.665693
2025,64582.5205343,53512.0270286
2026,65469.5038594,53943.2603105
2027,66153.9292132,54238.4796512
2028,66716.0404631,54452.8371168
2029,67626.9354137,54913.589712
2030,68122.4748063,55090.4585494
2031,69006.9750813,55540.4200039
