year,Base case diesel consumed,Modeled residential energy efficiency
2017,71495.6073386,53310.4026129
2018,71495.6073386,53310.4026129
2019,71495.6073386,53310.4026129
2020,70474.5806795,52289.3759538
2021,70474.5806795,52289.3759538
2022,70474.5806795,52289.3759538
2023,70474.5806795,52289.3759538
2024,70474.5806795,52289.3759538
2025,69453.5540204,51268.3492947
2026,69453.5540204,51268.3492947
2027,69453.5540204,51268.3492947
2028,68432.5273613,50247.3226356
2029,68432.5273613,50247.3226356
2030,68432.5273613,50247.3226356
2031,67411.5007022,49226.2959765
