year,Base case cost,Modeled solar power (pv)
2016,99201.6580612,107378.314613
2017,121565.037624,129218.595635
2018,138767.637288,145983.902805
2019,162851.276817,169538.619873
2020,174319.676593,180670.490642
2021,182347.556436,188418.145804
2022,188081.756324,193910.794839
2023,192433.579418,198042.654102
2024,195869.893336,201280.088256
2025,199634.276392,204842.297605
2026,204782.438247,209777.181816
2027,208530.698247,213332.67421
2028,211958.600136,216580.067322
2029,217100.45297,221522.547365
2030,219687.151941,223945.00524
2031,224822.695753,228889.915176
2032,229675.735585,233556.671863
2033,234516.157373,238215.068634
2034,239912.474089,243426.121838
2035,243591.334848,246945.956986
