year,Base case cost,Modeled diesel efficiency
2019,197710.469533,367103.887914
2020,209251.943642,377596.137105
2021,218122.352863,385660.145487
2022,224502.534237,391460.310372
2023,228884.896854,395444.276388
2024,232413.95914,398652.51483
2025,237319.261777,403111.880863
2026,242744.373056,408043.800207
2027,247172.140645,412069.04347
2028,250717.642662,415292.227122
2029,256177.981936,420256.171917
2030,259113.648212,422924.959441
2031,265110.235859,428376.402756
2032,270614.414416,433380.201445
2033,276644.66437,438862.246857
2034,282259.223979,443966.391956
2035,286270.518379,447613.023229
2036,292340.693394,453131.364152
2037,295864.27577,456334.620857
2038,301964.981714,461880.71717
