year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,35178.8607748,25987.2369733
2018,35178.8607748,25987.2369733
2019,35178.8607748,25987.2369733
2020,35178.8607748,25987.2369733
2021,35178.8607748,25987.2369733
2022,35178.8607748,25987.2369733
2023,35178.8607748,25987.2369733
2024,35178.8607748,25987.2369733
2025,35178.8607748,25987.2369733
2026,35178.8607748,25987.2369733
2027,35178.8607748,25987.2369733
2028,35178.8607748,25987.2369733
2029,35178.8607748,25987.2369733
2030,35178.8607748,25987.2369733
2031,35178.8607748,25987.2369733
