year,Base case cost,Modeled solar power (pv)
2016,128859.309799,134685.61897
2017,154073.160313,159519.799506
2018,172351.009971,177534.221839
2019,197710.469533,202525.469329
2020,209251.943642,213913.626371
2021,218122.352863,222679.403741
2022,224502.534237,228994.889837
2023,228884.896854,233344.006693
2024,232413.95914,236848.062321
2025,237319.261777,241714.117793
2026,242744.373056,247093.460286
2027,247172.140645,251491.038071
2028,250717.642662,255014.312846
2029,256177.981936,260431.423641
2030,259113.648212,263360.470448
2031,265110.235859,269308.294593
2032,270614.414416,274771.746603
2033,276644.66437,280755.190144
2034,282259.223979,286323.930937
2035,286270.518379,290317.807499
