year,Base case diesel consumed,Modeled non-residential ashp
2017,97570.750507,87017.0922851
2018,97570.750507,87017.0922851
2019,99540.7812092,88987.1229873
2020,99540.7812092,88987.1229873
2021,101510.811911,90957.1536895
2022,101510.811911,90957.1536895
2023,103480.842614,92927.1843917
2024,103480.842614,92927.1843917
2025,103480.842614,92927.1843917
2026,105450.873316,94897.2150939
2027,105450.873316,94897.2150939
2028,105450.873316,94897.2150939
2029,107420.904018,96867.2457962
2030,107420.904018,96867.2457962
2031,109390.93472,98837.2764984
