year,Base case diesel consumed,Modeled non-residential ashp
2017,2183484.95043,1718603.74544
2018,2172359.57208,1707478.36708
2019,2175538.25161,1710657.04661
2020,2166002.21302,1701121.00802
2021,2164412.87326,1699531.66826
2022,2158055.5142,1693174.3092
2023,2143751.45631,1678870.25132
2024,2131036.7382,1666155.5332
2025,2123090.03937,1658208.83438
2026,2105607.30196,1640726.09696
2027,2092892.58384,1628011.37884
2028,2078588.52596,1613707.32096
2029,2081767.20549,1616886.00049
2030,2080177.86572,1615296.66073
2031,2072231.1669,1607349.9619
