year,Base case diesel consumed,Modeled residential ashp
2017,193009.998444,17781.6791777
2018,193009.998444,17781.6791777
2019,193009.998444,17781.6791777
2020,191382.249732,16153.9304658
2021,191382.249732,16153.9304658
2022,193009.998444,17781.6791777
2023,194637.747156,19409.4278895
2024,194637.747156,19409.4278895
2025,194637.747156,19409.4278895
2026,194637.747156,19409.4278895
2027,194637.747156,19409.4278895
2028,194637.747156,19409.4278895
2029,194637.747156,19409.4278895
2030,194637.747156,19409.4278895
2031,193009.998444,17781.6791777
