year,Base case cost,Modeled diesel efficiency
2019,511062.069811,720499.823341
2020,541664.588961,748320.295296
2021,563086.352366,767794.625665
2022,578387.611942,781704.861642
2023,588510.553393,790907.535689
2024,597383.594955,798973.937108
2025,608078.441923,808696.525261
2026,621828.959454,821196.995744
2027,632839.919752,831206.959652
2028,642011.512792,839544.771506
2029,654240.303512,850661.853979
2030,661883.297712,857610.030524
2031,674448.817849,869033.230648
2032,688213.079437,881546.195729
2033,702327.814501,894377.773059
2034,716098.948118,906896.985439
2035,725279.703863,915243.127025
2036,740580.963439,929153.363003
2037,748604.973464,936447.917571
2038,763913.868626,950365.094992
