year,Base case cost,Modeled non-residential energy efficiency
2017,1545394.72293,1582893.79302
2018,1625052.02668,1655025.59993
2019,1732974.8253,1752752.56413
2020,1784366.63417,1799289.21375
2021,1820340.90037,1831864.86848
2022,1846036.80481,1855133.19329
2023,1864023.93791,1871421.02065
2024,1879441.48057,1885382.01554
2025,1897428.61367,1901669.8429
2026,1920554.92767,1922611.33523
2027,1938542.06077,1938899.1626
2028,1953959.60343,1952860.15748
2029,1974516.32698,1971474.81733
2030,1987364.27919,1983108.97973
2031,2007921.00274,2001723.63958
