year,Base case cost,Modeled transmission and interties
2021,3807689.91934,
2022,3919736.31171,
2023,3989982.48217,
2024,4046364.05755,
2025,4116049.89989,
2026,4213039.23686,
2027,4280910.1033,
2028,4333883.55016,
2029,4415007.39493,
2030,4467185.22714,
2031,4546415.23977,
2032,4637952.59688,
2033,4714836.79645,
2034,4805182.33435,
2035,4866969.08873,
2036,4956297.82982,
2037,5003498.74297,
2038,5091790.17181,
2039,5151645.90981,
2040,5252366.49358,
