year,Base case cost,Modeled diesel efficiency
2019,3445708.87058,4133912.88977
2020,3655813.07001,4301445.21649
2021,3795361.31573,4405385.88018
2022,3907043.76408,4484531.22059
2023,3977062.46953,4526325.05985
2024,4033262.07291,4556068.41169
2025,4102720.45023,4598365.51936
2026,4199391.33618,4665889.86981
2027,4267034.73761,4707502.74496
2028,4319826.21247,4736079.83248
2029,4400677.09923,4790620.51926
2030,4452672.95943,4819373.74156
2031,4531630.01404,4873071.10315
2032,4622848.92014,4938339.39428
2033,4699460.16169,4990741.8493
2034,4789487.24857,5055744.68676
2035,4851046.53795,5095262.39497
2036,4940056.82802,5160120.99465
2037,4987075.76916,5187182.04345
2038,5075048.74698,5251841.6154
