year,Base case diesel consumed,Modeled residential ashp
2017,1629889.76312,1010237.97923
2018,1672877.41759,1053225.6337
2019,1702187.182,1082535.39812
2020,1735404.915,1115753.13112
2021,1772530.61659,1152878.8327
2022,1801840.381,1182188.59712
2023,1829196.16112,1209544.37723
2024,1852643.97265,1232992.18876
2025,1878045.76847,1258393.98459
2026,1907355.53288,1287703.749
2027,1944481.23447,1324829.45059
2028,1985514.90465,1365863.12076
2029,1967929.046,1348277.26212
2030,1965975.06171,1346323.27782
2031,1977698.96747,1358047.18359
