year,Base case cost,Modeled residential energy efficiency
2017,9514048.79211,9766181.7459
2018,10623738.2463,10797231.5214
2019,12043069.8196,12117192.2215
2020,12845093.3615,12861070.3197
2021,13480527.1027,13451243.7062
2022,14020593.2304,13950070.3806
2023,14404478.5949,14302037.5502
2024,14768498.3526,14634596.7174
2025,15149530.0803,14984614.7339
2026,15624267.3859,15425233.6652
2027,16126346.6576,15895391.2743
2028,16630223.3968,16369533.0741
2029,16802860.9231,16509301.0266
2030,16951519.2419,16632568.8174
2031,17359259.9357,17006453.9177
2032,18076574.3175,17692061.762
2033,18942787.3766,18525167.3991
2034,19842841.6331,19392475.2198
2035,20549874.1819,20072425.4613
2036,21264650.6734,20753381.7717
