year,Base case cost,Modeled water and wastewater efficiency
2017,75738.8960471,149135.905745
2018,84794.8083203,153277.367265
2019,96836.5106403,159571.582322
2020,103128.314032,161870.167657
2021,107805.614407,163082.926025
2022,111798.997834,163862.288988
2023,114465.302466,163755.112586
2024,117005.508836,163605.185133
2025,119643.318451,163569.727185
2026,122968.257926,164062.781757
2027,126307.229038,164610.002125
2028,129521.97889,165112.552263
2029,131481.580181,164766.570953
2030,132770.557292,163990.482916
2031,135976.346423,164604.873251
