year,population
2003,3406.0
2004,3411.0
2005,3314.0
2006,3324.0
2007,3244.0
2008,3267.0
2009,3300.0
2010,3284.0
2011,3317.0
2012,3336.0
2013,3385.0
2014,3422.0
2015,3460.0
2016,3507.0
2017,3557.0
2018,3593.0
2019,3606.0
2020,3619.0
2021,3636.0
2022,3638.0
2023,3634.0
2024,3618.0
2025,3605.0
2026,3595.0
2027,3596.0
2028,3599.0
2029,3518.0
2030,3457.0
2031,3414.0
2032,3433.0
2033,3466.0
2034,3495.0
2035,3505.0
2036,3486.0
2037,3442.0
2038,3406.0
2039,3394.0
2040,3401.0
