year,Base case diesel consumed,Modeled diesel efficiency
2019,361391.861936,328538.056306
2020,361391.861936,328538.056306
2021,361391.861936,328538.056306
2022,361391.861936,328538.056306
2023,361391.861936,328538.056306
2024,361391.861936,328538.056306
2025,361391.861936,328538.056306
2026,361391.861936,328538.056306
2027,361391.861936,328538.056306
2028,361391.861936,328538.056306
2029,361391.861936,328538.056306
2030,361391.861936,328538.056306
2031,361391.861936,328538.056306
2032,361391.861936,328538.056306
2033,361391.861936,328538.056306
2034,361391.861936,328538.056306
2035,361391.861936,328538.056306
2036,361391.861936,328538.056306
2037,361391.861936,328538.056306
2038,361391.861936,328538.056306
