year,Base case cost,Modeled biomass for heat (cordwood)
2017,135785.066158,149308.678495
2018,140143.327449,152008.210791
2019,150817.627449,160555.984576
2020,155438.788736,164070.112674
2021,158996.788736,166707.39477
2022,161487.388736,168463.408928
2023,162910.588736,169337.976223
2024,164333.788736,170219.824036
2025,166108.120024,171400.413727
2026,168242.860024,172888.856082
2027,169661.251311,173786.728824
2028,171084.371311,174695.951875
2029,172858.412599,175903.063318
2030,174281.492599,176825.027615
2031,176055.393886,178044.480744
2032,178184.945174,179566.106882
2033,180314.376462,181093.494179
2034,182443.687749,182626.504794
2035,178697.799039,178468.422004
2036,180770.980327,179956.388581
