year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,36514.0,30564.0705239
2018,35581.0,29631.0705239
2019,35581.0,29631.0705239
2020,35580.0,29630.0705239
2021,35580.0,29630.0705239
2022,35580.0,29630.0705239
2023,35580.0,29630.0705239
2024,35580.0,29630.0705239
2025,35579.0,29629.0705239
2026,35579.0,29629.0705239
2027,35578.0,29628.0705239
2028,35578.0,29628.0705239
2029,35577.0,29627.0705239
2030,35577.0,29627.0705239
2031,35576.0,29626.0705239
2032,35575.0,29625.0705239
2033,35574.0,29624.0705239
2034,35573.0,29623.0705239
2035,34640.0,28690.0705239
2036,34639.0,28689.0705239
