year,Base case cost,Modeled water and wastewater efficiency
2017,46789.416861,35450.6043791
2018,49086.8910544,36999.8186918
2019,52220.1153427,39134.0376776
2020,53576.5997127,40028.6059578
2021,54619.387202,40705.3176412
2022,55349.566483,41164.9130072
2023,55763.8908191,41405.0685789
2024,56179.519849,41647.2994447
2025,56696.2689389,41961.2533861
2026,57319.9022566,42350.977725
2027,57733.1051605,42594.7944212
2028,58143.0066386,42837.3277117
2029,58663.8807397,43158.4438692
2030,59076.3255073,43404.7988485
2031,59592.6775896,43724.6980522
