year,Base case cost,Modeled non-residential energy efficiency
2017,160481.800085,170263.15398
2018,168650.799456,176924.486546
2019,179790.344053,186275.114313
2020,184617.480045,189961.131235
2021,188330.661577,192660.142491
2022,190929.88865,194371.786732
2023,192415.161263,195095.711074
2024,193900.433875,195833.994164
2025,195757.024642,196920.44056
2026,197984.933561,198354.721614
2027,199470.206174,199134.09312
2028,200955.478787,199926.523838
2029,202812.069553,201065.848769
2030,204297.342166,201883.486849
2031,206153.932932,203047.428346
