year,Base case cost,Modeled residential energy efficiency
2017,70071.5933876,71661.5737423
2018,66321.8158057,67292.681609
2019,70472.2793158,70679.9992161
2020,72270.8135035,72036.6850148
2021,73654.3013402,73038.8609616
2022,74622.7428259,73686.4172933
2023,75176.1379606,73979.246819
2024,75729.5330953,74276.4379353
2025,76421.2770136,74697.6194447
2026,77251.3697156,75242.6915176
2027,77804.7648503,75552.3635876
2028,78358.159985,75866.0025032
2029,79049.9039033,76303.2463144
2030,79603.299038,76624.5421794
2031,80295.0429564,77069.2634805
2032,81125.1356584,77637.3236306
2033,81955.2283604,78208.907047
2034,82785.3210624,78783.9311527
2035,74216.1181395,70018.872956
2036,74954.9275727,70509.2551368
