year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,131719
2004,,0,0,0,0,0,129238
2005,,0,0,0,0,0,170988
2006,,0,0,0,0,0,231728
2007,,0,0,0,0,0,250867
2008,,0,0,0,0,0,264161
2009,,0,0,0,0,0,262694
2010,,0,0,0,0,0,263264
2011,,0,0,0,0,0,255889
2012,,0,0,0,0,0,269191
2013,,0,0,0,0,0,262357
2014,start of forecast,0,0,0,0,0,236000
2015,,0,0,0,0,0,236000
2016,,0,0,0,0,0,235000
2017,,0,0,0,0,0,235000
2018,,0,0,0,0,0,234000
2019,,0,0,0,0,0,234000
2020,,0,0,0,0,0,234000
2021,,0,0,0,0,0,234000
2022,,0,0,0,0,0,233000
2023,,0,0,0,0,0,233000
2024,,0,0,0,0,0,233000
2025,,0,0,0,0,0,232000
2026,,0,0,0,0,0,231000
2027,,0,0,0,0,0,231000
2028,,0,0,0,0,0,230000
2029,,0,0,0,0,0,230000
2030,,0,0,0,0,0,229000
2031,,0,0,0,0,0,228000
2032,,0,0,0,0,0,227000
2033,,0,0,0,0,0,225000
2034,,0,0,0,0,0,223000
2035,,0,0,0,0,0,222000
2036,,0,0,0,0,0,221000
2037,,0,0,0,0,0,219000
2038,,0,0,0,0,0,218000
2039,,0,0,0,0,0,216000
2040,,0,0,0,0,0,214000
