year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,5389.956653,3503.47182445
2018,5389.78285213,3503.35885389
2019,5389.60116963,3503.24076026
2020,5389.40658499,3503.11428024
2021,5389.19966506,3502.97978229
2022,5389.08114361,3502.90274334
2023,5388.73907521,3502.68039888
2024,5388.52432762,3502.54081295
2025,5388.00157542,3502.20102402
2026,5387.71135847,3502.012383
2027,5387.28866525,3501.73763241
2028,5386.57321785,3501.2725916
2029,5386.45545217,3501.19604391
2030,5385.98376865,3500.88944962
2031,5385.47372963,3500.55792426
