year,Base case cost,Modeled non-residential energy efficiency
2017,3357878.34597,3837375.01634
2018,3609942.20709,4086006.36259
2019,3959579.17574,4430882.10094
2020,4130332.11391,4599309.78711
2021,4244167.40603,4711594.91122
2022,4333609.42126,4799818.93731
2023,4398658.15962,4863981.86537
2024,4447444.71338,4912104.06142
2025,4512493.45173,4976266.98948
2026,4585673.28238,5048450.28356
2027,4650722.02073,5112613.21162
2028,4699508.5745,5160735.40767
2029,4772688.40515,5232918.70174
2030,4813343.86662,5273020.53178
2031,4894654.78956,5353224.19186
