year,Base case diesel consumed,Modeled non-residential ashp
2017,52328.5025481,36629.9517836
2018,52328.5025481,36629.9517836
2019,52328.5025481,36629.9517836
2020,52328.5025481,36629.9517836
2021,52328.5025481,36629.9517836
2022,52328.5025481,36629.9517836
2023,52328.5025481,36629.9517836
2024,52328.5025481,36629.9517836
2025,52328.5025481,36629.9517836
2026,52328.5025481,36629.9517836
2027,52328.5025481,36629.9517836
2028,52328.5025481,36629.9517836
2029,52328.5025481,36629.9517836
2030,52328.5025481,36629.9517836
2031,52328.5025481,36629.9517836
