year,Base case cost,Modeled residential energy efficiency
2017,440674.236078,464219.416025
2018,459039.67848,475894.12115
2019,479297.064973,487597.164334
2020,485324.007414,488622.684454
2021,493970.475024,493110.70842
2022,494101.71881,489766.059872
2023,492270.344091,484980.942196
2024,483588.324579,473547.608918
2025,481490.282965,468580.986774
2026,480423.529264,464368.056555
2027,478090.19333,459247.357314
2028,475092.193702,453660.524049
2029,460220.185997,435919.264749
2030,449924.482367,423269.709972
2031,441471.746535,411862.246119
2032,445971.365558,413442.777144
2033,443783.042266,408370.170545
2034,448704.187518,410281.678394
2035,451656.874669,410895.292729
2036,442317.863565,398771.594035
