year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,12254.5,131413.78,239001.53,16229.69,428185.35,201672.71
2018,13669.46,146589.05,256053.95,16335.16,430792.57,202985.73
2019,15659.23,168043.74,276657.6,16472.66,434268.85,202639.47
2020,16573.81,177986.15,284045.39,16529.5,436006.99,201278.62
2021,17245.32,185312.14,292071.62,16569.78,437165.75,201898.86
2022,17713.8,190544.99,293983.37,16588.15,438131.38,200118.35
2023,18032.52,194207.99,294072.23,16592.72,438710.76,198198.12
2024,18296.23,197347.7,289589.97,16588.28,439193.58,193998.36
2025,18608.8,201010.69,289428.71,16588.6,439869.52,192061.57
2026,19019.15,205720.26,290222.8,16597.9,440642.03,190200.73
2027,19337.43,209383.25,289840.85,16605.0,441221.41,188249.34
2028,19606.83,212522.96,288841.47,16608.54,441800.79,186250.73
2029,19930.94,216709.24,280389.83,16583.66,442476.73,179830.35
2030,20119.44,219325.67,274400.02,16557.02,442862.98,175524.46
2031,20510.22,224035.23,270114.91,16554.66,443635.49,171356.84
2032,,,274281.52,,,171689.84
2033,,,274023.66,,,169759.38
2034,,,278579.67,,,170124.52
2035,,,281313.28,,,170343.6
2036,,,276196.91,,,166120.96
