year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,,0.0,2569.06,4966.62
2018,,0.0,2569.06,4966.62
2019,,0.0,2569.06,4966.62
2020,,0.0,2569.06,4966.62
2021,,0.0,2569.06,4966.62
2022,,0.0,2569.06,4966.62
2023,,0.0,2569.06,4966.62
2024,,0.0,2569.06,4966.62
2025,,0.0,2569.06,4966.62
2026,,0.0,2569.06,4966.62
2027,,0.0,2569.06,4966.62
2028,,0.0,2569.06,4966.62
2029,,0.0,2569.06,3893.89
2030,,0.0,2569.06,3893.89
2031,,0.0,2569.06,3893.89
2032,,0.0,2569.06,3893.89
2033,,0.0,2569.06,3893.89
2034,,0.0,2569.06,3893.89
2035,,0.0,2569.06,3893.89
2036,,0.0,2569.06,3893.89
2037,,0.0,2569.06,3893.89
2038,,0.0,2569.06,3893.89
2039,,0.0,2569.06,3893.89
2040,,0.0,2569.06,3893.89
