year,Base case cost,Modeled transmission and interties
2021,580099.969124,
2022,603101.553943,
2023,622399.293821,
2024,637851.640546,
2025,657668.390543,
2026,680354.440801,
2027,698633.328429,
2028,717637.650655,
2029,739577.623866,
2030,757406.801022,
2031,781657.253939,
2032,805208.812549,
2033,829070.007877,
2034,854999.871378,
2035,872512.039512,
2036,899596.405636,
2037,918121.528178,
2038,945836.963424,
2039,966066.56238,
2040,996245.82123,
