year,Base case cost,Modeled wind power
2019,257104.637691,417953.294959
2020,275989.528611,426228.075241
2021,290049.984562,431568.318436
2022,301550.776971,435526.368363
2023,311199.646911,438452.461251
2024,318925.820273,440273.238603
2025,328834.195272,443671.639023
2026,340177.2204,448252.506071
2027,349316.664214,451439.779025
2028,358818.825327,455087.688005
2029,369788.811933,459944.187611
2030,378703.400511,463548.390027
2031,390828.62697,469389.847235
2032,402604.406274,474970.914029
2033,414535.003938,480793.768557
2034,427499.935689,487381.029333
2035,436256.019756,491261.819384
2036,449798.202818,498590.26864
2037,459060.764089,503137.63084
2038,472918.481712,510937.95739
