year,Base case diesel consumed,Modeled non-residential ashp
2017,13288.5562864,-15599.6095247
2018,13288.5562864,-15599.6095247
2019,13288.5562864,-15599.6095247
2020,13288.5562864,-15599.6095247
2021,13288.5562864,-15599.6095247
2022,13288.5562864,-15599.6095247
2023,13288.5562864,-15599.6095247
2024,13288.5562864,-15599.6095247
2025,13288.5562864,-15599.6095247
2026,13288.5562864,-15599.6095247
2027,13288.5562864,-15599.6095247
2028,13288.5562864,-15599.6095247
2029,13288.5562864,-15599.6095247
2030,13288.5562864,-15599.6095247
2031,13288.5562864,-15599.6095247
