year,Base case cost,Modeled diesel efficiency
2019,257104.637691,449773.768051
2020,275989.528611,461878.359804
2021,290049.984562,469715.777068
2022,301550.776971,475342.121591
2023,311199.646911,479398.078304
2024,318925.820273,481816.654013
2025,328834.195272,486326.984221
2026,340177.2204,492246.947075
2027,349316.664214,496266.588779
2028,358818.825327,500716.495368
2029,369788.811933,506598.9552
2030,378703.400511,510708.736503
2031,390828.62697,517830.898224
2032,402604.406274,524726.805019
2033,414535.003938,531852.737223
2034,427499.935689,540006.162328
2035,436256.019756,544418.50765
2036,449798.202818,553265.002096
2037,459060.764089,558302.132293
2038,472918.481712,567595.975429
