year,Base case cost,Modeled biomass for heat (cordwood)
2017,218499.034076,236649.773422
2018,232715.154228,249103.729353
2019,252705.34438,266766.156913
2020,266482.260765,279326.768622
2021,273274.600917,285131.312077
2022,277798.900917,288896.140139
2023,281418.340917,291851.839685
2024,284132.920917,293998.235981
2025,287306.281069,296566.384199
2026,291378.241069,299951.799278
2027,294997.761069,302935.692984
2028,297718.981222,305116.18467
2029,306873.167607,313647.832757
2030,309644.447759,315891.165689
2031,313791.377759,319383.90096
2032,317945.207911,322889.558688
2033,322092.227911,326394.287422
2034,326707.118063,330328.49151
2035,335427.934752,338550.783307
2036,340126.384904,342579.633357
