year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,21348.12,84642.02,129045.24,33366.41,87996.11,148458.84
2018,22740.52,90062.2,136427.29,34857.64,91896.28,155038.85
2019,24698.54,97684.33,146808.3,36953.82,97380.9,164291.99
2020,25569.93,101071.95,156876.33,37888.72,99818.51,172836.2
2021,26223.33,103612.66,160461.31,38589.34,101646.72,176001.75
2022,26659.87,105306.46,162851.29,39059.2,102865.53,178112.11
2023,27008.48,106661.51,164763.28,39433.18,103840.57,179800.41
2024,27270.35,107677.79,166197.27,39714.87,104571.85,181066.62
2025,27575.99,108863.46,167870.26,40043.86,105425.02,182543.88
2026,27969.21,110387.88,170021.24,40467.56,106521.94,184443.21
2027,28319.38,111742.93,171933.23,40846.01,107496.98,186131.5
2028,28582.88,112759.21,173367.22,41132.38,108228.27,187397.72
2029,28933.42,114114.26,181373.29,41511.8,109203.31,193934.37
2030,29196.66,115130.54,182857.14,41797.33,109934.59,195233.06
2031,29590.82,116654.97,185082.91,42223.52,111031.52,197181.09
2032,29986.22,118179.39,187308.68,42653.25,112128.44,199129.12
2033,30381.29,119703.82,189534.45,43081.92,113225.37,201077.15
2034,30820.18,121397.63,192007.53,43557.93,114444.17,203241.63
2035,31094.15,122413.91,199992.63,43874.03,115175.45,209653.82
2036,31535.27,124107.72,202548.8,44356.19,116394.26,211872.41
2037,31801.35,125124.0,204082.51,44649.47,117125.54,213203.57
2038,32241.86,126817.81,213355.97,45129.69,118344.35,220676.36
2039,32552.25,128003.47,215203.46,45471.56,119197.51,222267.25
2040,33037.23,129866.66,218106.65,46000.79,120538.2,224767.22
