year,Base case diesel consumed,Modeled residential energy efficiency
2017,23068.8996859,18370.5883309
2018,23068.8996859,18370.5883309
2019,23068.8996859,18370.5883309
2020,23899.8460528,19201.5346978
2021,23899.8460528,19201.5346978
2022,23899.8460528,19201.5346978
2023,23899.8460528,19201.5346978
2024,23899.8460528,19201.5346978
2025,23899.8460528,19201.5346978
2026,23899.8460528,19201.5346978
2027,23899.8460528,19201.5346978
2028,23899.8460528,19201.5346978
2029,24730.7924197,20032.4810647
2030,24730.7924197,20032.4810647
2031,24730.7924197,20032.4810647
2032,24730.7924197,20032.4810647
2033,24730.7924197,20032.4810647
2034,24730.7924197,20032.4810647
2035,25561.7387866,20863.4274316
2036,25561.7387866,20863.4274316
