year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,44409.0,39995.1884016
2018,44410.0,39996.1884016
2019,44411.0,39997.1884016
2020,45242.0,40828.1884016
2021,45243.0,40829.1884016
2022,45243.0,40829.1884016
2023,45243.0,40829.1884016
2024,45243.0,40829.1884016
2025,45244.0,40830.1884016
2026,45244.0,40830.1884016
2027,45244.0,40830.1884016
2028,45245.0,40831.1884016
2029,46076.0,41662.1884016
2030,46077.0,41663.1884016
2031,46077.0,41663.1884016
2032,46078.0,41664.1884016
2033,46078.0,41664.1884016
2034,46079.0,41665.1884016
2035,46912.0,42498.1884016
2036,46913.0,42499.1884016
