year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,215870
2004,,0,0,0,0,0,246683
2005,,0,0,0,0,0,270875
2006,,0,0,0,0,0,293370
2007,,0,0,0,0,0,266206
2008,,0,0,0,0,0,258174
2009,,0,0,0,0,0,253689
2010,,0,0,0,0,0,251279
2011,,0,0,0,0,0,275467
2012,,0,0,0,0,0,271331
2013,,0,0,0,0,0,253413
2014,start of forecast,0,0,0,0,0,268000
2015,,0,0,0,0,0,269000
2016,,0,0,0,0,0,269000
2017,,0,0,0,0,0,269000
2018,,0,0,0,0,0,269000
2019,,0,0,0,0,0,269000
2020,,0,0,0,0,0,269000
2021,,0,0,0,0,0,269000
2022,,0,0,0,0,0,269000
2023,,0,0,0,0,0,269000
2024,,0,0,0,0,0,269000
2025,,0,0,0,0,0,270000
2026,,0,0,0,0,0,270000
2027,,0,0,0,0,0,270000
2028,,0,0,0,0,0,270000
2029,,0,0,0,0,0,270000
2030,,0,0,0,0,0,270000
2031,,0,0,0,0,0,270000
2032,,0,0,0,0,0,270000
2033,,0,0,0,0,0,270000
2034,,0,0,0,0,0,270000
2035,,0,0,0,0,0,271000
2036,,0,0,0,0,0,271000
2037,,0,0,0,0,0,271000
2038,,0,0,0,0,0,271000
2039,,0,0,0,0,0,271000
2040,,0,0,0,0,0,272000
