year,Base case cost,Modeled diesel efficiency
2019,84668.0585328,226687.421604
2020,89520.096271,227589.385483
2021,93159.1245747,227470.855226
2022,95585.1434439,226329.903291
2023,97525.9585392,224826.288815
2024,98981.5698607,222958.173541
2025,101054.057356,221725.653206
2026,103245.59113,220674.402078
2027,105193.621151,219473.117189
2028,106654.643667,217898.759662
2029,108602.673688,216835.164954
2030,110063.696204,215395.270497
2031,112255.229978,214684.354436
2032,114446.763752,214036.795078
2033,116638.297526,213451.107515
2034,119073.335053,213147.208668
2035,120980.781115,212422.686734
2036,123424.837299,212243.614772
2037,124891.27101,211232.067176
2038,127335.327194,211164.220458
