year,Base case cost,Modeled water and wastewater efficiency
2017,42717.638443,35187.1176919
2018,44373.1578547,36276.8900121
2019,46743.1434527,37836.870897
2020,47836.6225643,38556.1655545
2021,48653.6264285,39093.4488678
2022,49191.2580094,39446.6418452
2023,49618.2777234,39727.0148361
2024,49932.8392418,39933.2486053
2025,50302.3457815,40175.659502
2026,50836.6182113,40526.5343464
2027,51205.9028653,40768.8188294
2028,51520.1980651,40974.9166684
2029,51989.0058052,41282.2159885
2030,52239.9012621,41446.1786933
2031,52716.6055672,41759.1167414
