year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,19196.36,1814317.0,1814317.0
2004,,19196.36,1696676.0,1696676.0
2005,,19196.36,1650868.0,1650868.0
2006,,19196.36,1605091.0,1605091.0
2007,,19196.36,1617448.0,1617448.0
2008,,19196.36,1644453.0,1644453.0
2009,,19196.36,1652013.0,1652013.0
2010,,19196.36,1648603.0,1648603.0
2011,,19196.36,1640753.0,1640753.0
2012,,19196.36,1642311.0,1642311.0
2013,,19196.36,1673758.0,1673758.0
2014,,19196.36,1673756.0,1673756.0
2015,,19196.36,1671336.0,1671336.0
2016,start of forecast,19196.36,1669000.0,1669000.0
2017,,19196.36,1669000.0,1669000.0
2018,,19196.36,1669000.0,1669000.0
2019,,19196.36,1668000.0,1668000.0
2020,,19196.36,1668000.0,1668000.0
2021,,19196.36,1668000.0,1668000.0
2022,,19196.36,1667000.0,1667000.0
2023,,19196.36,1667000.0,1667000.0
2024,,19196.36,1666000.0,1666000.0
2025,,19196.36,1666000.0,1666000.0
2026,,19196.36,1666000.0,1666000.0
2027,,19196.36,1665000.0,1665000.0
2028,,19196.36,1665000.0,1665000.0
2029,,19196.36,1664000.0,1664000.0
2030,,19196.36,1664000.0,1664000.0
2031,,19196.36,1663000.0,1663000.0
2032,,19196.36,1663000.0,1663000.0
2033,,19196.36,1663000.0,1663000.0
2034,,19196.36,1662000.0,1662000.0
2035,,19196.36,1662000.0,1662000.0
2036,,19196.36,1662000.0,1662000.0
2037,,19196.36,1661000.0,1661000.0
2038,,19196.36,1661000.0,1661000.0
2039,,19196.36,1660000.0,1660000.0
2040,,19196.36,1660000.0,1660000.0
