year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,108624.147648,83075.9292595
2018,108624.147648,83075.9292595
2019,108624.147648,83075.9292595
2020,108624.147648,83075.9292595
2021,108624.147648,83075.9292595
2022,108624.147648,83075.9292595
2023,108624.147648,83075.9292595
2024,108624.147648,83075.9292595
2025,108624.147648,83075.9292595
2026,108624.147648,83075.9292595
2027,108624.147648,83075.9292595
2028,108624.147648,83075.9292595
2029,108624.147648,83075.9292595
2030,108624.147648,83075.9292595
2031,108624.147648,83075.9292595
