year,annotation,diesel generation efficiency
2002,,13.3
2003,,13.49
2004,,13.84
2005,,13.66
2006,,13.75
2007,,14.46
2008,,14.85
2009,,14.48
2010,,13.62
2011,,14.05
2012,,13.55
2013,,12.85
2014,,13.34
2015,,14.29
2016,start of forecast,13.49
2017,,13.49
2018,,13.49
2019,,13.49
2020,,13.49
2021,,13.49
2022,,13.49
2023,,13.49
2024,,13.49
2025,,13.49
2026,,13.49
2027,,13.49
2028,,13.49
2029,,13.49
2030,,13.49
2031,,13.49
2032,,13.49
2033,,13.49
2034,,13.49
2035,,13.49
2036,,13.49
2037,,13.49
2038,,13.49
2039,,13.49
2040,,13.49
