year,Base case cost,Modeled non-residential energy efficiency
2017,977817.848061,993962.186156
2018,1024699.92092,1033838.32206
2019,1087209.35139,1088050.01676
2020,1116727.69355,1112209.42013
2021,1137564.17038,1128508.08487
2022,1153191.528,1140114.92466
2023,1163609.76641,1147028.44319
2024,1172291.63175,1152417.62512
2025,1182709.87016,1159451.4894
2026,1196600.85471,1169713.86542
2027,1207019.09313,1176862.50036
2028,1215700.95847,1182481.28817
2029,1227855.56995,1191324.59991
2030,1234801.06222,1195465.05325
2031,1246955.67371,1204412.7483
