year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,42641.78,510485.82,850376.1,18824.86,467332.03,504963.36
2018,45737.85,539814.34,916637.55,19973.57,484885.58,533878.43
2019,49772.13,578919.04,994430.49,21419.28,508290.32,566600.14
2020,52116.49,597385.14,1046289.3,22385.57,519342.55,589575.23
2021,54025.0,610420.04,1082811.09,23228.64,527144.13,605641.87
2022,55684.35,620196.21,1121567.27,24005.7,532995.32,623299.44
2023,57079.74,626713.66,1147777.48,24709.49,536896.11,635204.54
2024,58411.65,632144.87,1179783.53,25403.39,540146.76,650132.21
2025,59867.51,638662.32,1214166.73,26140.1,544047.55,665989.11
2026,61558.18,647352.25,1245454.31,26955.53,549248.61,679868.27
2027,63055.45,653869.7,1280732.15,27711.77,553149.4,696045.29
2028,64458.3,659300.9,1314353.52,28439.07,556400.05,711550.95
2029,66207.35,666904.6,1352629.79,29315.25,560950.97,728879.51
2030,67624.8,671249.56,1376993.29,30081.03,563551.5,739966.53
2031,69346.57,678853.25,1416114.49,30932.47,568102.42,757597.42
2032,,,1457998.04,,,776295.37
2033,,,1492292.61,,,791250.49
2034,,,1526984.79,,,806347.88
2035,,,1563476.47,,,822880.59
2036,,,1598988.74,,,838271.42
