year,Base case diesel consumed,Modeled non-residential ashp
2017,108624.147648,76036.9033536
2018,108624.147648,76036.9033536
2019,108624.147648,76036.9033536
2020,108624.147648,76036.9033536
2021,108624.147648,76036.9033536
2022,108624.147648,76036.9033536
2023,108624.147648,76036.9033536
2024,108624.147648,76036.9033536
2025,108624.147648,76036.9033536
2026,108624.147648,76036.9033536
2027,108624.147648,76036.9033536
2028,108624.147648,76036.9033536
2029,108624.147648,76036.9033536
2030,108624.147648,76036.9033536
2031,108624.147648,76036.9033536
